Date,EPSYLD,BOOKP,GROWTH,REVISIONS,PROFIT,LEVERAGE,DIVYLD,MOMENTUM,VOLATILITY,SIZE,LIQUIDITY,QESSIRCLEV,QESOILBETA,QESHFCROWDING,QESSHORTINTEREST,QESETFFLOW,AUTOS,BANKS,CAPITALGOODS,CHEMICALS,COMMPROFSVCS,CONSDURABLES,CONSSERVICES,DIVFINANCIALS,ENGEQUIPSERVICES,ENGEXPLOREPROD,FOODBEVTOBACCO,FOODSTAPLERETAIL,HARDWARE,HCEQUIPSERVICES,HHPPRODUCTS,INSURANCE,MEDIAENERTAIN,METALSMINING,OTHERMATERIALS,PHARMABIOTECH,REALESTATE,RETAIL,SEMISEQUIP,SOFTWARE,TELECOMM,TRANSPORTATION,UTILITIES,STYLE,SECTOR,SYSTEMATIC,RESIDUAL,TOTAL
2014-05-25,0.0064734205339847,0.0372619364628465,0.0132495197011426,-0.0060479833271864,-0.039982808073912,-0.0491445783340969,-0.0005175763073782,0.014707273195955,-0.0098613130107447,0.0178604103323615,0.0892702827593725,0.0388402946448548,0.0271516272986088,0.051021283779459,0.0439155500576049,-0.0507682297631495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-05-26,0.0064734205339847,0.0372619364628465,0.0132495197011426,-0.0060479833271864,-0.039982808073912,-0.0491445783340969,-0.0005175763073782,0.014707273195955,-0.0098613130107447,0.0178604103323615,0.0892702827593725,0.0388402946448548,0.0271516272986088,0.051021283779459,0.0439155500576049,-0.0507682297631495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-05-27,0.0019374534844349,0.0361072865935484,0.0118343933644112,0.0045168745500875,-0.0426945476315303,-0.0479454300404958,0.0037379928930275,0.0137606259762049,-0.0088091301116369,0.017532569206895,0.092121624101275,0.0387923000554169,0.0262250939850887,0.052927892797953,0.0354893920691798,-0.0228678465112745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-05-28,0.0007272847050404,0.0370288422290265,0.0128129488761191,0.0103271674093381,-0.0424762290198296,-0.0474794960150224,0.0005184431190633,0.019489720280155,-0.0091066580213947,0.0179327582694955,0.0918491472752045,0.0386352261026861,0.0253378644604937,0.0517879068337225,0.0390621094537765,-0.0200325217539389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-05-29,0.0036154132235116,0.0360675837856765,0.0142407552380384,0.0122031358415529,-0.0415879224010693,-0.0474918010868126,-0.000793804682074,0.016640280860295,-0.0095138428107343,0.0175707157604638,0.0916361013623105,0.0389768546352263,0.0250684279324614,0.0518348622566655,0.0404550574197274,-0.016359529756763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-05-30,0.0035042341794613,0.0358883810879242,0.0122035197061404,0.0130138032207525,-0.0401092460181474,-0.0467305707072441,-0.0030167877647589,0.0097935969950734,-0.009758545082205,0.018091884973342,0.091301813433723,0.0389232637966646,0.0224403326465991,0.05148342242829,0.039831622367823,-0.0112130390706226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-05-31,0.0035042341794613,0.0358883810879242,0.0122035197061404,0.0130138032207525,-0.0401092460181474,-0.0467305707072441,-0.0030167877647589,0.0097935969950734,-0.009758545082205,0.018091884973342,0.091301813433723,0.0389232637966646,0.0224403326465991,0.05148342242829,0.039831622367823,-0.0112130390706226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-01,0.0035042341794613,0.0358883810879242,0.0122035197061404,0.0130138032207525,-0.0401092460181474,-0.0467305707072441,-0.0030167877647589,0.0097935969950734,-0.009758545082205,0.018091884973342,0.091301813433723,0.0389232637966646,0.0224403326465991,0.05148342242829,0.039831622367823,-0.0112130390706226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-02,0.0027018654651581,0.0355399318935021,0.0035362271841854,0.0030921068075995,-0.036651998478627,-0.04772193355187,-0.0055107515501722,0.0079879982212446,-0.0108369181142662,0.019214807190701,0.0898487092292325,0.0391676514238396,0.022006421672677,0.0498628689130557,0.0387823841103105,-0.0290111827765777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-03,0.0005229880209058,0.035625269378729,0.0079436560868883,0.0035082679390525,-0.0406329270284178,-0.0464648211209797,0.0012562022069511,0.0071458175339745,-0.0083133187613721,0.0158081798358431,0.091175277633479,0.0374223479948221,0.021029558009757,0.0522000393073515,0.0415262550601096,0.0188799673579632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-04,0.00184633674131,0.0372191521818643,0.0058211778958491,-0.0040313474576411,-0.0388532952108992,-0.0495448598906991,0.0043910771597928,0.0074105022867804,-0.0090410652460835,0.016971901995503,0.0907373115669215,0.0376797143145016,0.0218303153450267,0.0535431661669895,0.0405253801110579,0.0019229475762176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-05,0.0011021754404236,0.0380796443577623,0.005493167230027,-0.0054521605568477,-0.0386501569507828,-0.0487897315675763,0.0027565456657099,0.0040561064365099,-0.0094151083930577,0.0166828551343568,0.0884565692779875,0.0374867970582779,0.0215859016210969,0.052169214058551,0.0413926512009831,0.0028939385998958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-06,0.0022229454740723,0.0386879165637951,0.005739940843552,-0.0009647790883071,-0.0388006981578166,-0.0498798907925377,0.0039753160368615,0.0060280944895074,-0.0093761113817242,0.0166008836103712,0.0882103027003275,0.036192296798411,0.0236835770336993,0.0534072074728385,0.0385185087933263,0.0039053643614786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-07,0.0022229454740723,0.0386879165637951,0.005739940843552,-0.0009647790883071,-0.0388006981578166,-0.0498798907925377,0.0039753160368615,0.0060280944895074,-0.0093761113817242,0.0166008836103712,0.0882103027003275,0.036192296798411,0.0236835770336993,0.0534072074728385,0.0385185087933263,0.0039053643614786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-08,0.0022229454740723,0.0386879165637951,0.005739940843552,-0.0009647790883071,-0.0388006981578166,-0.0498798907925377,0.0039753160368615,0.0060280944895074,-0.0093761113817242,0.0166008836103712,0.0882103027003275,0.036192296798411,0.0236835770336993,0.0534072074728385,0.0385185087933263,0.0039053643614786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-09,0.0057348546897769,0.0372138507693286,0.0081121686023954,0.00724252881486,-0.0347646782944309,-0.051418164916262,0.0073128190161956,0.0079468225318955,-0.0096223304567408,0.0174359134837146,0.089551061518833,0.0364383485230192,0.0241201357512117,0.053822927416984,0.0383090163551881,-0.0054940656887629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-10,0.004256767414488,0.0371394016159966,0.0085241234212121,0.0068031366693373,-0.0346044288764412,-0.051222245987529,0.0073008961743261,0.0084763155207261,-0.0094819525771774,0.0172493856883358,0.0898897295894595,0.0361158736424682,0.0246446750770092,0.0541556684244825,0.0383330633897678,-0.0037078997992198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-11,0.0015779930453657,0.0351874017297323,0.0062486392554504,0.0081958273263303,-0.0327447261790406,-0.0512705906577885,0.0061217930042392,0.0116538079482268,-0.0099508758724463,0.0183634876399398,0.091187233028041,0.036919042935742,0.0240440320601281,0.053649875381027,0.0378326459032834,-0.0098800149532593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-12,-0.0014629613012634,0.0357166761036369,0.0068478904010079,0.0042435611524749,-0.032337407897279,-0.053385212457901,0.0056383040563827,0.0078757236757802,-0.0098139291781862,0.0167044319344242,0.0923720892037905,0.036098199924957,0.0232211494169408,0.051739617540307,0.0380688803402548,0.0150519011661905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-13,0.0022921012572322,0.0351877927189708,0.0126694231940199,0.0151042718576373,-0.0309493691128118,-0.0527995713096665,0.0038221659030851,0.0100434708112524,-0.0103544519787042,0.017152183865915,0.092496816515594,0.0347568598839095,0.0215668177894452,0.050599528608591,0.0348966351226838,0.0131990297976723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-14,0.0022921012572322,0.0351877927189708,0.0126694231940199,0.0151042718576373,-0.0309493691128118,-0.0527995713096665,0.0038221659030851,0.0100434708112524,-0.0103544519787042,0.017152183865915,0.092496816515594,0.0347568598839095,0.0215668177894452,0.050599528608591,0.0348966351226838,0.0131990297976723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-15,0.0022921012572322,0.0351877927189708,0.0126694231940199,0.0151042718576373,-0.0309493691128118,-0.0527995713096665,0.0038221659030851,0.0100434708112524,-0.0103544519787042,0.017152183865915,0.092496816515594,0.0347568598839095,0.0215668177894452,0.050599528608591,0.0348966351226838,0.0131990297976723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-16,0.0014882957038538,0.0357597075036489,0.0121849320990636,0.0144641902645045,-0.0280866174912923,-0.054524699064419,0.0041584079239892,0.0084333579818868,-0.0097161095019239,0.0185645843771837,0.0902418975190795,0.0344463044946125,0.020856121353676,0.0515920857556175,0.0340322148060783,0.0133242236568756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-17,0.0027578247152523,0.0353046644112298,0.0132724629382198,0.0160110249671883,-0.026990645796582,-0.054341487648375,0.0040545478379412,0.0095133206754904,-0.0100259773816057,0.0197206112917643,0.0894517890631915,0.0346765506085436,0.0192938694386996,0.051618912649178,0.0388454016877854,0.0046800565271483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-18,0.0014336718431991,0.0357965102511166,0.0138911919267519,0.0125638896518315,-0.0258727264890293,-0.0541023985485955,0.0050110124487899,0.0162006224703623,-0.0107071693720101,0.0203881238843712,0.086961356245946,0.0344855993728835,0.01923249055144,0.0510581492264335,0.0431647563214935,0.0020236901402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-19,0.0056481676811918,0.0365911910233322,0.0112578858822266,0.0176157806830846,-0.0240265773032879,-0.058422408208081,0.0068883675567883,0.0081429950686434,-0.0085679597727563,0.0185417733259506,0.094503412372634,0.0360668166144349,0.018069794082899,0.0517656004483495,0.0409979943363222,0.0038934673824903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-20,0.0087069794552102,0.039285038536547,0.0132309290996286,0.0168412937856092,-0.0257166843808175,-0.058867177164419,0.0044470528206527,0.0027923771448104,-0.0082835705168721,0.0182089242949509,0.092820684249335,0.0364798395220972,0.0182029893460602,0.0530499186748405,0.0426704530672028,0.0081874225726858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-21,0.0087069794552102,0.039285038536547,0.0132309290996286,0.0168412937856092,-0.0257166843808175,-0.058867177164419,0.0044470528206527,0.0027923771448104,-0.0082835705168721,0.0182089242949509,0.092820684249335,0.0364798395220972,0.0182029893460602,0.0530499186748405,0.0426704530672028,0.0081874225726858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-22,0.0087069794552102,0.039285038536547,0.0132309290996286,0.0168412937856092,-0.0257166843808175,-0.058867177164419,0.0044470528206527,0.0027923771448104,-0.0082835705168721,0.0182089242949509,0.092820684249335,0.0364798395220972,0.0182029893460602,0.0530499186748405,0.0426704530672028,0.0081874225726858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-23,0.00743487667619,0.0402135126273056,0.0152877133965419,0.016949802223839,-0.0288920687709601,-0.0591578679343205,0.007709207650829,-0.0008213241063161,-0.0060214355095573,0.0157724635365,0.0939935556311905,0.0352586173035708,0.0178625289711942,0.054222979803883,0.0389434663416502,0.0296309923512786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-24,0.0089614036641076,0.0416735426824041,0.014383714419857,0.0128060331654881,-0.0260710384938398,-0.0597219089172185,0.0097118031255934,0.0006483579563323,-0.0064326270123355,0.0160064176296205,0.0932318362642645,0.0366364711639136,0.0191502038149218,0.0520195551385165,0.0408305380738581,0.0317071145717973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-25,0.0043485109913756,0.0404369464964913,0.0109692079154894,0.0142448260357195,-0.0245573551724008,-0.060409063131793,0.0089816335490108,0.0045623264832493,-0.0071591475264394,0.0168040756508889,0.092610278272364,0.0365606245966756,0.0198977156002538,0.052202430812898,0.0394943104775448,0.0140926891139001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-26,0.0076495357553106,0.0418139575970798,0.0116007354424622,0.021654445397728,-0.0245419681131488,-0.0623707999060615,0.0093113624217248,0.0079093970007087,-0.0062269897709887,0.0169461191277339,0.092870514685292,0.0367409154617502,0.0208756927189332,0.0526351316064795,0.037961314911792,0.0162474191914222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-27,0.0082183010789698,0.0420235537894819,0.0148308802659181,0.0172652415063697,-0.0236597825211355,-0.0619143033506805,0.0090983179003058,0.0164018907130315,-0.0065524895059011,0.0178310414225416,0.089262760881153,0.0389074928214037,0.0217978104420061,0.052727141879232,0.0411195027872128,0.0143897361449806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-28,0.0082183010789698,0.0420235537894819,0.0148308802659181,0.0172652415063697,-0.0236597825211355,-0.0619143033506805,0.0090983179003058,0.0164018907130315,-0.0065524895059011,0.0178310414225416,0.089262760881153,0.0389074928214037,0.0217978104420061,0.052727141879232,0.0411195027872128,0.0143897361449806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-29,0.0082183010789698,0.0420235537894819,0.0148308802659181,0.0172652415063697,-0.0236597825211355,-0.0619143033506805,0.0090983179003058,0.0164018907130315,-0.0065524895059011,0.0178310414225416,0.089262760881153,0.0389074928214037,0.0217978104420061,0.052727141879232,0.0411195027872128,0.0143897361449806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-06-30,0.0132867131470069,0.0411473298759415,0.0084658758423393,0.0345314620805756,-0.019241001253706,-0.058394114183798,0.0008713317668123,0.0121322201972779,-0.0066892351436139,0.0191109784826277,0.0882801004639885,0.0390392394053131,0.0204978831325127,0.050478568231703,0.0377486664843825,0.0045517117558098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-07-01,0.0087887967432123,0.0414641408415791,0.0164302247962531,0.0323602691104778,-0.0239515041912647,-0.0603485810128475,-0.004054959984768,0.0175817916162942,-0.005736863427142,0.0168751952076645,0.082748708784042,0.03570697085101,0.019187039218266,0.049188211109482,0.0359435159604502,0.051424576868274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-07-02,0.0090233403197566,0.0414748065887487,0.0100320263999457,0.0194543598798264,-0.0208759474202152,-0.058509715297364,-0.0036637230924702,0.0168260660761357,-0.007095862208549,0.01908676189184,0.0834487669924575,0.0371966046836815,0.0199690649504301,0.04783282169584,0.0361263387884161,0.0212067912360417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2014-07-03,0.0085527668299647,0.0406016208934097,0.0118996482146912,0.0226002698938895,-0.0204587910126817,-0.059192910649842,-0.0046962760656119,0.0158045295997973,-0.0067156346444061,0.0189188775703199,0.0819648626456665,0.0369063720099915,0.019611818444574,0.0483145735578553,0.0356955308003498,0.0318075728533542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
